dataset,dataset_key,task,fold,metric,value,mae,rmse,r2,n_train,n_test,probe,pearson
ESOL,esol,ESOL predicted log solubility in mols per litre,4,rmse,1.1102258045534985,0.8191832628462051,1.1102258045534985,0.5589361134262514,903,225,ridge,0.7506572171533811
ESOL,esol,ESOL predicted log solubility in mols per litre,5,rmse,0.9831003800588226,0.745553219579061,0.9831003800588226,0.5558115182034622,903,225,ridge,0.7515643762915531
FreeSolv,freesolv,expt,1,rmse,3.148454362638417,2.142341444769571,3.148454362638417,0.5582212809311824,513,129,ridge,0.7839076441877059
FreeSolv,freesolv,expt,2,rmse,2.420997621967647,1.875532310101413,2.420997621967647,0.5015211120568338,513,129,ridge,0.7109078947348764
FreeSolv,freesolv,expt,3,rmse,2.815248303444093,2.0773734965920445,2.815248303444093,0.5143359464431638,514,128,ridge,0.7263002296221646
FreeSolv,freesolv,expt,4,rmse,2.31079368557419,1.819460545182228,2.31079368557419,0.5523503089428885,514,128,ridge,0.7435889790106219
FreeSolv,freesolv,expt,5,rmse,2.1710914159178123,1.8356225699186328,2.1710914159178123,0.5808479288818967,514,128,ridge,0.7664934374706067
HIV,hiv,HIV_active,1,roc_auc,0.787136550787385,0.0353244204587268,0.1879479195381711,0.0033261174073604,32612,8153,rf,
HIV,hiv,HIV_active,2,roc_auc,0.810228483339961,0.028087820434196,0.1675942136059476,0.0833974009651874,32612,8153,rf,
HIV,hiv,HIV_active,3,roc_auc,0.8229702306866462,0.0321354102784251,0.1792635218844735,0.1131869929365031,32612,8153,rf,
HIV,hiv,HIV_active,4,roc_auc,0.819168479574571,0.0285784373850116,0.1690515820245751,0.1169516186013648,32612,8153,rf,
HIV,hiv,HIV_active,5,roc_auc,0.7973392540748796,0.0310315221390899,0.1761576627316844,0.0512145063687525,32612,8153,rf,
Lipophilicity,lipo,exp,1,rmse,1.074675589934875,0.8485766305043584,1.074675589934875,0.2240548694384513,3358,840,ridge,0.4764169640618413
Lipophilicity,lipo,exp,2,rmse,1.0580794317275934,0.8521850426480883,1.0580794317275934,0.212524186169884,3358,840,ridge,0.4622049129338476
Lipophilicity,lipo,exp,3,rmse,1.0936529300750704,0.8869123202590715,1.0936529300750704,0.1792882510259337,3358,840,ridge,0.4256347831532774
Lipophilicity,lipo,exp,4,rmse,1.0547798251427611,0.8396734580095674,1.0547798251427611,0.1636698805897446,3359,839,ridge,0.4106134740590434
Lipophilicity,lipo,exp,5,rmse,1.102732700700662,0.8807403831714953,1.102732700700662,0.2016243469174696,3359,839,ridge,0.4490695822302104
QM9,qm9,mu,1,rmse,1.3062688815705994,0.9671777413599651,1.3062688815705994,0.2925880838207638,105176,26295,linear,0.5409180820661705
QM9,qm9,alpha,1,rmse,6.045287833577829,4.401287797886148,6.045287833577829,0.4598281570390609,105176,26295,linear,0.6781584166199729
QM9,qm9,homo,1,rmse,0.0166988255132666,0.0124578375954599,0.0166988255132666,0.4386342466443922,105176,26295,linear,0.662304051263179
QM9,qm9,lumo,1,rmse,0.0251580074305479,0.0198780670394646,0.0251580074305479,0.7121869023769829,105176,26295,linear,0.8439209309805471
QM9,qm9,gap,1,rmse,0.0267378624780285,0.0208713000199259,0.0267378624780285,0.6820756610815786,105176,26295,linear,0.8258803849486608
QM9,qm9,r2,1,rmse,179.323205561487,129.59336529203657,179.323205561487,0.5936297729876999,105176,26295,linear,0.770549511990116
QM9,qm9,zpve,1,rmse,0.0166547672752084,0.0128494675826069,0.0166547672752084,0.753313598727712,105176,26295,linear,0.8679397423731531
QM9,qm9,u0,1,rmse,28.818594926762128,20.566853214520943,28.818594926762128,0.4950811279030883,105176,26295,linear,0.7037285347466433
QM9,qm9,u298,1,rmse,28.81831095095788,20.56668364094454,28.81831095095788,0.4950855266515781,105176,26295,linear,0.7037316545148876
QM9,qm9,h298,1,rmse,28.81831076485124,20.566683168329146,28.81831076485124,0.4950855332361485,105176,26295,linear,0.7037316582928138
QM9,qm9,g298,1,rmse,28.819103505433784,20.56715890836208,28.819103505433784,0.4950762328922405,105176,26295,linear,0.703725070993896
QM9,qm9,cv,1,rmse,2.4622142826848745,1.829311380622894,2.4622142826848745,0.6363120041447138,105176,26295,linear,0.7977127001486315
QM9,qm9,mu,2,rmse,1.2645548895872571,0.9589251704651456,1.2645548895872571,0.298414696404735,105177,26294,linear,0.5463413016910582
QM9,qm9,alpha,2,rmse,5.976631353159807,4.337288091469058,5.976631353159807,0.4620355455301094,105177,26294,linear,0.679764318745985
QM9,qm9,homo,2,rmse,0.0162800379955523,0.0122901670196468,0.0162800379955523,0.4502198322620117,105177,26294,linear,0.6709976225899956
QM9,qm9,lumo,2,rmse,0.0250231296502126,0.019762691704579,0.0250231296502126,0.7099242486591248,105177,26294,linear,0.8426010083072683
QM9,qm9,gap,2,rmse,0.0262955612614777,0.0207369026701668,0.0262955612614777,0.6850998829952365,105177,26294,linear,0.8277338045251033
QM9,qm9,r2,2,rmse,179.859253912634,130.05116593636424,179.859253912634,0.5839924776665479,105177,26294,linear,0.7642256542056695
QM9,qm9,zpve,2,rmse,0.0165448060534005,0.012740404335588,0.0165448060534005,0.7503580150271654,105177,26294,linear,0.8662787876325881
QM9,qm9,u0,2,rmse,28.98313010245243,20.65664349049978,28.98313010245243,0.4814447640334188,105177,26294,linear,0.6939022891938522
QM9,qm9,u298,2,rmse,28.98284004475678,20.656473754108813,28.98284004475678,0.4814496052601367,105177,26294,linear,0.6939057780190531
QM9,qm9,h298,2,rmse,28.982840258931954,20.65646347791693,28.982840258931954,0.4814495975680022,105177,26294,linear,0.6939057730710687
QM9,qm9,g298,2,rmse,28.98364990387393,20.656967789885822,28.98364990387393,0.4814390629231655,105177,26294,linear,0.6938981858460906
QM9,qm9,cv,2,rmse,2.4392577580574497,1.8088171010466048,2.4392577580574497,0.6339246515411067,105177,26294,linear,0.7962420371861341
QM9,qm9,mu,3,rmse,1.30052831594992,0.9582211312729604,1.30052831594992,0.2963485729717776,105177,26294,linear,0.5444464884075404
QM9,qm9,alpha,3,rmse,6.068438939709782,4.40526487332329,6.068438939709782,0.4608232674792548,105177,26294,linear,0.6788716108616387
QM9,qm9,homo,3,rmse,0.0166317004066389,0.0124556764889445,0.0166317004066389,0.445416262028654,105177,26294,linear,0.6674244393291227
QM9,qm9,lumo,3,rmse,0.0251468607478487,0.019881165864199,0.0251468607478487,0.7150908955982682,105177,26294,linear,0.8456334462010857
QM9,qm9,gap,3,rmse,0.0266039182135448,0.0208626896788187,0.0266039182135448,0.6860045137218429,105177,26294,linear,0.8282585290506846
QM9,qm9,r2,3,rmse,179.67185066200443,130.71300301819986,179.67185066200443,0.5871186296066626,105177,26294,linear,0.7662536453151074
QM9,qm9,zpve,3,rmse,0.016512134217785,0.0127652795999238,0.016512134217785,0.7586058244746553,105177,26294,linear,0.8709871748809088
QM9,qm9,u0,3,rmse,28.548275680382154,20.43930689398113,28.548275680382154,0.484414957979335,105177,26294,linear,0.6960665574760324
QM9,qm9,u298,3,rmse,28.54799162207639,20.439153282629977,28.54799162207639,0.4844198833003966,105177,26294,linear,0.6960701103487503
QM9,qm9,h298,3,rmse,28.54799201826741,20.4391529142768,28.54799201826741,0.484419868935817,105177,26294,linear,0.6960701006928265
QM9,qm9,g298,3,rmse,28.5487874100063,20.43963663642,28.5487874100063,0.4844092425869745,105177,26294,linear,0.69606246612228
QM9,qm9,cv,3,rmse,2.440756954725252,1.8181949593571645,2.440756954725252,0.6413327715353152,105177,26294,linear,0.8008504755594724
QM9,qm9,mu,4,rmse,1.306494448868884,0.96748286455154,1.306494448868884,0.2918733895843198,105177,26294,linear,0.5402799021758369
QM9,qm9,alpha,4,rmse,6.039745347964908,4.383770311250699,6.039745347964908,0.459812491357779,105177,26294,linear,0.6781037853159441
QM9,qm9,homo,4,rmse,0.0165041329200873,0.0123291870201396,0.0165041329200873,0.4434320160469481,105177,26294,linear,0.6659224100049363
QM9,qm9,lumo,4,rmse,0.0251156581005411,0.0198408400130639,0.0251156581005411,0.7144391225487314,105177,26294,linear,0.8452609937945769
QM9,qm9,gap,4,rmse,0.0265332710993547,0.0208309454615491,0.0265332710993547,0.6874362151755405,105177,26294,linear,0.8291392566773346
QM9,qm9,r2,4,rmse,177.59036863124695,128.05287994810857,177.59036863124695,0.5867554346626759,105177,26294,linear,0.7660628810797487
QM9,qm9,zpve,4,rmse,0.0165520373077986,0.0127234365289268,0.0165520373077986,0.7563012731851055,105177,26294,linear,0.8696820051304308
QM9,qm9,u0,4,rmse,28.80906491250175,20.5097859558057,28.80906491250175,0.4862805900016803,105177,26294,linear,0.697346014127236
QM9,qm9,u298,4,rmse,28.808784088714017,20.50962019812125,28.808784088714017,0.4862855424782891,105177,26294,linear,0.6973495700969083
QM9,qm9,h298,4,rmse,28.808784051166,20.509615249703995,28.808784051166,0.486285543783981,105177,26294,linear,0.6973495680208927
QM9,qm9,g298,4,rmse,28.809574777709987,20.510116596096,28.809574777709987,0.4862747382798439,105177,26294,linear,0.6973418245466705
QM9,qm9,cv,4,rmse,2.4365775740913227,1.8127287174015068,2.4365775740913227,0.6361916595012655,105177,26294,linear,0.7976319626171938
QM9,qm9,mu,5,rmse,1.261334771718898,0.9528278311736323,1.261334771718898,0.2957602989915906,105177,26294,linear,0.5440069034438314
QM9,qm9,alpha,5,rmse,6.034113586819723,4.393570055811815,6.034113586819723,0.4624505800325935,105177,26294,linear,0.6800403836193974
QM9,qm9,homo,5,rmse,0.0163297439774905,0.0123209170751592,0.0163297439774905,0.4478344970108737,105177,26294,linear,0.6692369893718016
QM9,qm9,lumo,5,rmse,0.0253704320103509,0.0200586948401139,0.0253704320103509,0.7086204380694037,105177,26294,linear,0.8418317886474767
QM9,qm9,gap,5,rmse,0.0267815126787141,0.0210809142338619,0.0267815126787141,0.6797766543146767,105177,26294,linear,0.8245350960051087
QM9,qm9,r2,5,rmse,180.5742447829657,130.1171401064607,180.5742447829657,0.5913106205008625,105177,26294,linear,0.7689832829751458
QM9,qm9,zpve,5,rmse,0.0164837700282409,0.0127288085621054,0.0164837700282409,0.7557299081745577,105177,26294,linear,0.8693273218079264
QM9,qm9,u0,5,rmse,28.66076750912324,20.512791495635515,28.66076750912324,0.4908730885801118,105177,26294,linear,0.7006308425939161
QM9,qm9,u298,5,rmse,28.66047828588662,20.512612607812663,28.66047828588662,0.4908779549891783,105177,26294,linear,0.7006343123407126
QM9,qm9,h298,5,rmse,28.660478270878475,20.51260937278244,28.660478270878475,0.4908779555371665,105177,26294,linear,0.7006343102934959
QM9,qm9,g298,5,rmse,28.66128215596568,20.513095748941584,28.66128215596568,0.4908675445915017,105177,26294,linear,0.700626884561714
QM9,qm9,cv,5,rmse,2.447456616691949,1.822010095797828,2.447456616691949,0.6375681555340447,105177,26294,linear,0.7984834898386254
Sider,sider,Hepatobiliary disorders,1,roc_auc,0.6753636938646426,0.3646209386281588,0.603838503764176,-0.4746468479865062,1107,277,logreg,
Sider,sider,Metabolism and nutrition disorders,1,roc_auc,0.5613300778979188,0.4332129963898917,0.6581891797879176,-0.9323334495988838,1107,277,logreg,
Sider,sider,Product issues,1,roc_auc,0.5889705882352941,0.1805054151624548,0.4248592886620874,-9.183823529411764,1107,277,logreg,
Sider,sider,Eye disorders,1,roc_auc,0.6388795893315479,0.4115523465703971,0.6415234575371326,-0.7619685302979575,1107,277,logreg,
Sider,sider,Investigations,1,roc_auc,0.6254224270353304,0.3682310469314079,0.6068204404363847,-1.170046082949309,1107,277,logreg,
Sider,sider,Musculoskeletal and connective tissue disorders,1,roc_auc,0.6369830265359789,0.4007220216606498,0.6330260829228522,-0.8376165431508484,1107,277,logreg,
Sider,sider,Gastrointestinal disorders,1,roc_auc,0.7534423407917383,0.2707581227436823,0.5203442348519702,-1.9797762478485368,1107,277,logreg,
Sider,sider,Social circumstances,1,roc_auc,0.5271493212669682,0.4296028880866426,0.6554409874936435,-1.663461538461538,1107,277,logreg,
Sider,sider,Immune system disorders,1,roc_auc,0.5218831168831168,0.4620938628158845,0.6797748618593398,-1.3023376623376626,1107,277,logreg,
Sider,sider,Reproductive system and breast disorders,1,roc_auc,0.6753233208176888,0.3465703971119133,0.5887022992242458,-0.3867334167709637,1107,277,logreg,
Sider,sider,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",1,roc_auc,0.6853806980499317,0.3212996389891697,0.5668329903853248,-0.5310520432244445,1107,277,logreg,
Sider,sider,General disorders and administration site conditions,1,roc_auc,0.5573015873015873,0.407942238267148,0.6387035605561848,-3.968412698412698,1107,277,logreg,
Sider,sider,Endocrine disorders,1,roc_auc,0.7281736281736282,0.3032490974729241,0.5506805766258005,-0.9056511056511056,1107,277,logreg,
Sider,sider,Surgical and medical procedures,1,roc_auc,0.5451476793248945,0.4259927797833935,0.6526812237098548,-2.447890295358651,1107,277,logreg,
Sider,sider,Vascular disorders,1,roc_auc,0.5734299516908212,0.3898916967509025,0.6244130818223642,-1.0645962732919254,1107,277,logreg,
Sider,sider,Blood and lymphatic system disorders,1,roc_auc,0.6895639974098855,0.3429602888086642,0.5856281147696585,-0.4199762572846965,1107,277,logreg,
Sider,sider,Skin and subcutaneous tissue disorders,1,roc_auc,0.6694625128380691,0.2851985559566787,0.5340398449148516,-2.745806230742897,1107,277,logreg,
Sider,sider,"Congenital, familial and genetic disorders",1,roc_auc,0.5552741686853115,0.4296028880866426,0.6554409874936435,-2.629486897159216,1107,277,logreg,
Sider,sider,Infections and infestations,1,roc_auc,0.6240641711229946,0.4043321299638989,0.6358711583048086,-0.8433749257278671,1107,277,logreg,
Sider,sider,"Respiratory, thoracic and mediastinal disorders",1,roc_auc,0.5327310814349306,0.4259927797833935,0.6526812237098548,-1.1396962555642838,1107,277,logreg,
Sider,sider,Psychiatric disorders,1,roc_auc,0.62849335486275,0.4043321299638989,0.6358711583048086,-0.9267171779903116,1107,277,logreg,
Sider,sider,Renal and urinary disorders,1,roc_auc,0.5835775534570715,0.4296028880866426,0.6554409874936435,-0.7889395419515899,1107,277,logreg,
Sider,sider,"Pregnancy, puerperium and perinatal conditions",1,roc_auc,0.4950592885375494,0.3790613718411552,0.6156796016120359,-3.7900197628458496,1107,277,logreg,
Sider,sider,Ear and labyrinth disorders,1,roc_auc,0.5368603187919463,0.4620938628158845,0.6797748618593398,-0.8590604026845639,1107,277,logreg,
Sider,sider,Cardiac disorders,1,roc_auc,0.5777551996174993,0.4223826714801444,0.64990974102574,-0.9369471671049484,1107,277,logreg,
Sider,sider,Nervous system disorders,1,roc_auc,0.745479619981612,0.2527075812274368,0.5027002896631718,-1.9711921544590865,1107,277,logreg,
Sider,sider,"Injury, poisoning and procedural complications",1,roc_auc,0.5363346331088267,0.4729241877256318,0.6876948361923563,-1.1438615148292568,1107,277,logreg,
Sider,sider,Hepatobiliary disorders,2,roc_auc,0.6512820512820512,0.3754512635379061,0.6127407800513249,-0.5074829931972789,1107,277,logreg,
Sider,sider,Metabolism and nutrition disorders,2,roc_auc,0.638357843137255,0.3537906137184115,0.5948030041269223,-0.6633578431372549,1107,277,logreg,
Sider,sider,Product issues,2,roc_auc,0.5210622710622711,0.2635379061371841,0.5133594317212689,-17.517399267399266,1107,277,logreg,
Sider,sider,Eye disorders,2,roc_auc,0.6399646916032218,0.3790613718411552,0.6156796016120359,-0.6046011254551475,1107,277,logreg,
Sider,sider,Investigations,2,roc_auc,0.7007243935309974,0.2815884476534296,0.5306490814591406,-0.8199123989218329,1107,277,logreg,
Sider,sider,Musculoskeletal and connective tissue disorders,2,roc_auc,0.6056568489948574,0.3646209386281588,0.603838503764176,-0.634934548854605,1107,277,logreg,
Sider,sider,Gastrointestinal disorders,2,roc_auc,0.6833003952569169,0.3140794223826715,0.5604278922240322,-2.968873517786561,1107,277,logreg,
Sider,sider,Social circumstances,2,roc_auc,0.5733977801646974,0.4548736462093863,0.6744432119974122,-2.12406015037594,1107,277,logreg,
Sider,sider,Immune system disorders,2,roc_auc,0.5798620883760203,0.4043321299638989,0.6358711583048086,-1.1829439909935269,1107,277,logreg,
Sider,sider,Reproductive system and breast disorders,2,roc_auc,0.6093309675399228,0.4368231046931408,0.6609259449387206,-0.7491389207807118,1107,277,logreg,
Sider,sider,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",2,roc_auc,0.6864406779661016,0.4296028880866426,0.6554409874936435,-1.5628207121754008,1107,277,logreg,
Sider,sider,General disorders and administration site conditions,2,roc_auc,0.495159386068477,0.3610108303249097,0.6008417681261097,-2.2703659976387254,1107,277,logreg,
Sider,sider,Endocrine disorders,2,roc_auc,0.6298258345428157,0.4043321299638989,0.6358711583048086,-1.251378809869376,1107,277,logreg,
Sider,sider,Surgical and medical procedures,2,roc_auc,0.6596638655462186,0.3537906137184115,0.5948030041269223,-1.9245852187028647,1107,277,logreg,
Sider,sider,Vascular disorders,2,roc_auc,0.6325543916196615,0.371841155234657,0.6097877952490169,-0.9158608648939028,1107,277,logreg,
Sider,sider,Blood and lymphatic system disorders,2,roc_auc,0.6617835135449366,0.3537906137184115,0.5948030041269223,-0.5780723171724218,1107,277,logreg,
Sider,sider,Skin and subcutaneous tissue disorders,2,roc_auc,0.62004662004662,0.3212996389891697,0.5668329903853248,-6.183275058275057,1107,277,logreg,
Sider,sider,"Congenital, familial and genetic disorders",2,roc_auc,0.5538325991189428,0.4801444043321299,0.6929245300407036,-2.245903083700441,1107,277,logreg,
Sider,sider,Infections and infestations,2,roc_auc,0.6002220663861617,0.4259927797833935,0.6526812237098548,-0.9101215521271624,1107,277,logreg,
Sider,sider,"Respiratory, thoracic and mediastinal disorders",2,roc_auc,0.5850914205344585,0.4007220216606498,0.6330260829228522,-0.9656693517453012,1107,277,logreg,
Sider,sider,Psychiatric disorders,2,roc_auc,0.6222780569514238,0.3610108303249097,0.6008417681261097,-0.7845638448653529,1107,277,logreg,
Sider,sider,Renal and urinary disorders,2,roc_auc,0.5940435280641466,0.4440433212996389,0.6663657563978201,-0.9513745704467352,1107,277,logreg,
Sider,sider,"Pregnancy, puerperium and perinatal conditions",2,roc_auc,0.5963836959852896,0.3429602888086642,0.5856281147696585,-3.0323322096230454,1107,277,logreg,
Sider,sider,Ear and labyrinth disorders,2,roc_auc,0.5944356955380578,0.4043321299638989,0.6358711583048086,-0.6285564304461944,1107,277,logreg,
Sider,sider,Cardiac disorders,2,roc_auc,0.626604973973395,0.3790613718411552,0.6156796016120359,-0.6821862348178136,1107,277,logreg,
Sider,sider,Nervous system disorders,2,roc_auc,0.6546031746031745,0.3140794223826715,0.5604278922240322,-2.825238095238096,1107,277,logreg,
Sider,sider,"Injury, poisoning and procedural complications",2,roc_auc,0.5362699978084594,0.4440433212996389,0.6663657563978201,-0.8666995397764632,1107,277,logreg,
Sider,sider,Hepatobiliary disorders,3,roc_auc,0.6463287442636628,0.3862815884476534,0.6215155576875396,-0.5456299541093033,1107,277,logreg,
Sider,sider,Metabolism and nutrition disorders,3,roc_auc,0.5431519699812384,0.4729241877256318,0.6876948361923563,-1.2693558474046278,1107,277,logreg,
Sider,sider,Product issues,3,roc_auc,0.5604395604395604,0.2382671480144404,0.488126159936589,-15.741758241758244,1107,277,logreg,
Sider,sider,Eye disorders,3,roc_auc,0.6228014409832592,0.407942238267148,0.6387035605561848,-0.6582432718796354,1107,277,logreg,
Sider,sider,Investigations,3,roc_auc,0.5875269888722803,0.4440433212996389,0.6663657563978201,-1.8293472845042351,1107,277,logreg,
Sider,sider,Musculoskeletal and connective tissue disorders,3,roc_auc,0.5590527212955071,0.4584837545126354,0.6771142846762542,-1.141665652015098,1107,277,logreg,
Sider,sider,Gastrointestinal disorders,3,roc_auc,0.6435877261998426,0.3249097472924188,0.5700085501923798,-2.269079464988199,1107,277,logreg,
Sider,sider,Social circumstances,3,roc_auc,0.5866192630898514,0.4187725631768953,0.6471263888738392,-2.461753932342167,1107,277,logreg,
Sider,sider,Immune system disorders,3,roc_auc,0.5924144648727627,0.4512635379061371,0.6717615186255738,-1.1079386338731276,1107,277,logreg,
Sider,sider,Reproductive system and breast disorders,3,roc_auc,0.6634222919937205,0.3935018050541516,0.6272972222592347,-0.5799581371009939,1107,277,logreg,
Sider,sider,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",3,roc_auc,0.5594125500667556,0.3971119133574007,0.6301681627608624,-1.2600504376205317,1107,277,logreg,
Sider,sider,General disorders and administration site conditions,3,roc_auc,0.5260496475635918,0.4187725631768953,0.6471263888738392,-3.923689855960771,1107,277,logreg,
Sider,sider,Endocrine disorders,3,roc_auc,0.6183278223901748,0.3826714801444043,0.6186044617883097,-1.3116044717367346,1107,277,logreg,
Sider,sider,Surgical and medical procedures,3,roc_auc,0.5801585553842765,0.3537906137184115,0.5948030041269223,-1.9889892094252364,1107,277,logreg,
Sider,sider,Vascular disorders,3,roc_auc,0.5957239309827457,0.4657039711191336,0.6824250663033514,-1.680645161290323,1107,277,logreg,
Sider,sider,Blood and lymphatic system disorders,3,roc_auc,0.6248230811105063,0.4368231046931408,0.6609259449387206,-0.8245508982035927,1107,277,logreg,
Sider,sider,Skin and subcutaneous tissue disorders,3,roc_auc,0.6870133481646273,0.335740072202166,0.579430817442571,-2.581896551724138,1107,277,logreg,
Sider,sider,"Congenital, familial and genetic disorders",3,roc_auc,0.5764358840881485,0.4187725631768953,0.6471263888738392,-1.7877841402047543,1107,277,logreg,
Sider,sider,Infections and infestations,3,roc_auc,0.6033877797943135,0.407942238267148,0.6387035605561848,-0.8935874168179068,1107,277,logreg,
Sider,sider,"Respiratory, thoracic and mediastinal disorders",3,roc_auc,0.5945273631840796,0.4332129963898917,0.6581891797879176,-1.1759622937941874,1107,277,logreg,
Sider,sider,Psychiatric disorders,3,roc_auc,0.5995670995670995,0.4187725631768953,0.6471263888738392,-0.9319384319384318,1107,277,logreg,
Sider,sider,Renal and urinary disorders,3,roc_auc,0.6396396396396397,0.3935018050541516,0.6272972222592347,-0.6386084880060783,1107,277,logreg,
Sider,sider,"Pregnancy, puerperium and perinatal conditions",3,roc_auc,0.6990272373540856,0.371841155234657,0.6097877952490169,-4.550778210116733,1107,277,logreg,
Sider,sider,Ear and labyrinth disorders,3,roc_auc,0.5762105263157894,0.4368231046931408,0.6609259449387206,-0.7640526315789471,1107,277,logreg,
Sider,sider,Cardiac disorders,3,roc_auc,0.6218834928512348,0.3971119133574007,0.6301681627608624,-0.8001890582535744,1107,277,logreg,
Sider,sider,Nervous system disorders,3,roc_auc,0.6725925925925926,0.3501805054151624,0.5917605135653802,-2.9805925925925925,1107,277,logreg,
Sider,sider,"Injury, poisoning and procedural complications",3,roc_auc,0.5116252168883747,0.5126353790613718,0.7159855997583833,-1.2749566223250437,1107,277,logreg,
Sider,sider,Hepatobiliary disorders,4,roc_auc,0.7048846675712347,0.3610108303249097,0.6008417681261097,-0.4455693560171174,1107,277,logreg,
Sider,sider,Metabolism and nutrition disorders,4,roc_auc,0.5524442653773838,0.4440433212996389,0.6663657563978201,-1.287872683319903,1107,277,logreg,
Sider,sider,Product issues,4,roc_auc,0.5919117647058824,0.2166064981949458,0.4654100323316482,-11.220588235294114,1107,277,logreg,
Sider,sider,Eye disorders,4,roc_auc,0.5733371891266629,0.4332129963898917,0.6581891797879176,-0.9224985540775013,1107,277,logreg,
Sider,sider,Investigations,4,roc_auc,0.6329324699352451,0.3501805054151624,0.5917605135653802,-1.4855689176688252,1107,277,logreg,
Sider,sider,Musculoskeletal and connective tissue disorders,4,roc_auc,0.629090909090909,0.3790613718411552,0.6156796016120359,-0.8886363636363639,1107,277,logreg,
Sider,sider,Gastrointestinal disorders,4,roc_auc,0.6337285902503293,0.3032490974729241,0.5506805766258005,-2.83201581027668,1107,277,logreg,
Sider,sider,Social circumstances,4,roc_auc,0.5942534462713835,0.4259927797833935,0.6526812237098548,-1.7143331672479651,1107,277,logreg,
Sider,sider,Immune system disorders,4,roc_auc,0.645758290895541,0.3537906137184115,0.5948030041269223,-0.6858775307415228,1107,277,logreg,
Sider,sider,Reproductive system and breast disorders,4,roc_auc,0.5588051298091962,0.4584837545126354,0.6771142846762542,-0.8339589198206652,1107,277,logreg,
Sider,sider,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",4,roc_auc,0.5540540540540541,0.4657039711191336,0.6824250663033514,-1.3787112235388097,1107,277,logreg,
Sider,sider,General disorders and administration site conditions,4,roc_auc,0.6131746031746032,0.3321299638989169,0.5763071784204297,-3.0450793650793644,1107,277,logreg,
