model,model_label,i,j,pair_mode,embedding_distance,usr_conformational_distance
confseq,ConfSeq,412,1234,common_random,1.102556824684143,13.738861622211596
confseq,ConfSeq,1945,582,common_random,0.5687850713729858,17.264913913858912
confseq,ConfSeq,972,1503,common_random,0.8030943870544434,2.554369770271761
confseq,ConfSeq,167,1470,common_random,1.1740970611572266,14.801375019541933
confseq,ConfSeq,1403,473,common_random,1.2522220611572266,19.37490448151132
confseq,ConfSeq,1214,636,common_random,1.0744881629943848,3.561486578672518
confseq,ConfSeq,1107,671,common_random,1.175598382949829,20.115012345531504
confseq,ConfSeq,303,2022,common_random,0.9372371435165404,17.881167443151934
confseq,ConfSeq,1445,1383,common_random,0.6785192489624023,2.645761326022041
confseq,ConfSeq,1752,287,common_random,0.9594737887382508,10.611681586008372
confseq,ConfSeq,1133,1753,common_random,0.4593730568885803,2.852185288892455
confseq,ConfSeq,631,274,common_random,0.5308772325515747,6.269340796243935
confseq,ConfSeq,1532,859,common_random,0.7884126901626587,2.549405005976593
confseq,ConfSeq,867,473,common_random,1.1501553058624268,18.92275007329164
confseq,ConfSeq,1055,1841,common_random,0.7748347520828247,1.4395133272878635
confseq,ConfSeq,1480,1077,common_random,0.7199450135231018,4.542955860351287
confseq,ConfSeq,1459,1208,common_random,0.7901883721351624,2.559830790498048
confseq,ConfSeq,411,166,common_random,0.2477483004331588,5.877144042279207
confseq,ConfSeq,522,1130,common_random,0.8141354918479919,9.74143903634162
confseq,ConfSeq,1137,1030,common_random,0.5047180652618408,2.4359998605295066
confseq,ConfSeq,890,1210,common_random,0.3577989637851715,1.683371337965105
confseq,ConfSeq,242,1456,common_random,1.1572402715682983,14.938237982817158
confseq,ConfSeq,1152,331,common_random,1.0227066278457642,5.893945415547126
confseq,ConfSeq,181,1080,common_random,1.0104669332504272,23.93558240729756
confseq,ConfSeq,1081,1965,common_random,0.6710336804389954,8.53375531585217
confseq,ConfSeq,280,1619,common_random,0.8891541361808777,6.9092706441627145
confseq,ConfSeq,1562,2019,common_random,1.358422040939331,22.50823432766336
confseq,ConfSeq,1454,1689,common_random,0.9263019561767578,6.0299326980026215
confseq,ConfSeq,1796,500,common_random,1.0354396104812622,8.877684696392297
confseq,ConfSeq,959,872,common_random,0.4118807315826416,0.9011181618769476
confseq,ConfSeq,1909,418,common_random,0.785729706287384,8.586526922769965
confseq,ConfSeq,903,472,common_random,0.8509717583656311,2.891127594313426
confseq,ConfSeq,488,167,common_random,0.4784900844097137,6.457787768392933
confseq,ConfSeq,174,1848,common_random,1.44979727268219,26.920820017633577
confseq,ConfSeq,1637,1141,common_random,0.7628849744796753,3.7132168456796446
confseq,ConfSeq,669,1634,common_random,0.882918119430542,10.41960537993772
confseq,ConfSeq,703,1645,common_random,1.171536564826965,25.144239660206217
confseq,ConfSeq,1826,440,common_random,1.4774739742279053,31.02939601751246
confseq,ConfSeq,1745,1379,common_random,0.5750726461410522,2.495946582030648
confseq,ConfSeq,1141,607,common_random,0.8432132005691528,11.768915019248391
confseq,ConfSeq,1851,649,common_random,1.396275520324707,24.93917229747369
confseq,ConfSeq,1324,72,common_random,0.9612133502960204,17.3424218112296
confseq,ConfSeq,1414,1328,common_random,0.5069110989570618,1.784899893668834
confseq,ConfSeq,360,1309,common_random,1.2817047834396362,14.629485500698983
confseq,ConfSeq,678,1032,common_random,0.9771887063980104,6.883891605583052
confseq,ConfSeq,1693,364,common_random,0.6734055280685425,2.5498767260954622
confseq,ConfSeq,1135,950,common_random,1.0923696756362915,4.3576814569385975
confseq,ConfSeq,940,879,common_random,0.5885506868362427,3.153739980444617
confseq,ConfSeq,1464,917,common_random,0.9854974746704102,4.2255790564130296
confseq,ConfSeq,1829,1051,common_random,0.5291306972503662,1.687161644107879
confseq,ConfSeq,2019,940,common_random,1.5245914459228516,21.00163555633537
confseq,ConfSeq,1582,582,common_random,1.1756266355514526,25.970371482733107
confseq,ConfSeq,1142,77,common_random,1.0642153024673462,15.62706574587583
confseq,ConfSeq,18,229,common_random,0.9381445646286012,11.796949510759193
confseq,ConfSeq,126,1427,common_random,1.1307634115219116,25.45286680296508
confseq,ConfSeq,972,1776,common_random,0.926548182964325,5.164205758117487
confseq,ConfSeq,906,1600,common_random,0.8198676109313965,2.2973127716079644
confseq,ConfSeq,408,1283,common_random,0.7046997547149658,3.0452033988907816
confseq,ConfSeq,1836,1502,common_random,0.9533441066741944,2.798532207220872
confseq,ConfSeq,692,1283,common_random,0.9781222343444824,22.741440261676512
confseq,ConfSeq,1305,1480,common_random,0.6271106004714966,0.79716097128377
confseq,ConfSeq,30,982,common_random,1.2619709968566897,10.845423640685723
confseq,ConfSeq,852,1670,common_random,0.7248550653457642,2.511631513065748
confseq,ConfSeq,1663,1234,common_random,0.5666143894195557,2.539627623348312
confseq,ConfSeq,622,973,common_random,0.9277426600456238,6.333805506209669
confseq,ConfSeq,1827,595,common_random,1.2540453672409058,14.035852699570972
confseq,ConfSeq,1204,1438,common_random,0.5789070725440979,4.124974372740546
confseq,ConfSeq,251,980,common_random,0.9718888401985168,2.287225466600618
confseq,ConfSeq,669,581,common_random,0.5263354778289795,2.955003571562086
confseq,ConfSeq,2021,1213,common_random,1.3513569831848145,16.444449968187378
confseq,ConfSeq,399,1839,common_random,1.421951413154602,28.921872009125263
confseq,ConfSeq,166,428,common_random,0.5861904621124268,23.548231322208096
confseq,ConfSeq,1215,1398,common_random,0.4564824104309082,2.3515236189139275
confseq,ConfSeq,1120,596,common_random,1.0252130031585691,9.01997210828828
confseq,ConfSeq,1044,1842,common_random,0.6623657941818237,1.6846613489956843
confseq,ConfSeq,553,1067,common_random,0.9272663593292236,16.348641547711647
confseq,ConfSeq,1261,1099,common_random,0.3311149775981903,2.1208219849105947
confseq,ConfSeq,1410,1843,common_random,0.4058376550674438,1.4403744322195542
confseq,ConfSeq,1593,1325,common_random,0.9469650387763976,6.969757660903927
confseq,ConfSeq,1588,1753,common_random,0.5223248600959778,3.447806810072813
confseq,ConfSeq,684,1740,common_random,1.1364649534225464,27.48957910692395
confseq,ConfSeq,1477,848,common_random,0.7412058711051941,1.7959758536262769
confseq,ConfSeq,604,229,common_random,0.8940284848213196,10.327037874197746
confseq,ConfSeq,267,1242,common_random,0.9712587594985962,4.947212102682308
confseq,ConfSeq,1664,1669,common_random,0.5202815532684326,2.3333556386405445
confseq,ConfSeq,47,394,common_random,0.6793295741081238,15.261318201824064
confseq,ConfSeq,973,1826,common_random,0.8893884420394897,2.3650177861594104
confseq,ConfSeq,823,295,common_random,0.8351394534111023,6.020428161377539
confseq,ConfSeq,46,1598,common_random,0.4735754728317261,10.975404574916178
confseq,ConfSeq,1044,1568,common_random,0.3982630968093872,2.053223436673369
confseq,ConfSeq,1084,1484,common_random,0.9965234398841858,3.106799597105471
confseq,ConfSeq,274,1135,common_random,1.1813992261886597,12.64677632531992
confseq,ConfSeq,1611,1556,common_random,0.3303368389606476,1.8817690192063252
confseq,ConfSeq,1099,1149,common_random,0.3711274862289428,3.319057111670249
confseq,ConfSeq,1578,1457,common_random,0.7421601414680481,1.243466124343195
confseq,ConfSeq,274,1567,common_random,0.9629738330841064,16.196170087595274
confseq,ConfSeq,1243,1452,common_random,0.5502222180366516,4.781066024859599
confseq,ConfSeq,585,1193,common_random,1.2409238815307615,23.5269645225112
confseq,ConfSeq,1113,1604,common_random,0.4074178636074066,3.917205358815488
confseq,ConfSeq,1089,1759,common_random,0.4817291796207428,4.733063659582804
confseq,ConfSeq,128,666,common_random,0.5473568439483643,2.282064339621517
confseq,ConfSeq,64,418,common_random,0.3779025673866272,5.396036829183376
confseq,ConfSeq,393,447,common_random,0.4646087288856506,4.251289846147632
confseq,ConfSeq,1229,641,common_random,1.5754512548446655,21.71347323843691
confseq,ConfSeq,1207,1058,common_random,0.9649738669395448,4.126226833025116
confseq,ConfSeq,1302,418,common_random,0.9107246994972228,14.520001997880785
confseq,ConfSeq,99,1741,common_random,0.9540954828262328,2.816505011995948
confseq,ConfSeq,1586,1705,common_random,0.522979736328125,5.069881692190828
confseq,ConfSeq,950,345,common_random,1.4655650854110718,24.539017010677007
confseq,ConfSeq,1148,1181,common_random,0.6861737966537476,4.747037457730506
confseq,ConfSeq,1310,1718,common_random,0.5461416840553284,1.5015479050747655
confseq,ConfSeq,958,701,common_random,1.217960238456726,7.104283768725172
confseq,ConfSeq,1121,1481,common_random,0.6278490424156189,1.7229455671841258
confseq,ConfSeq,308,1297,common_random,0.9396894574165344,2.095097903644427
confseq,ConfSeq,1038,1864,common_random,1.056577444076538,5.947963941818404
confseq,ConfSeq,1665,250,common_random,1.2095036506652832,21.03357061380508
confseq,ConfSeq,1397,1603,common_random,0.7084278464317322,4.5709018484950175
confseq,ConfSeq,1620,501,common_random,0.97787207365036,14.037055890545004
confseq,ConfSeq,251,1666,common_random,0.8463062644004822,1.7933784897569822
confseq,ConfSeq,1769,2122,common_random,0.4870428740978241,4.539899236202992
confseq,ConfSeq,678,1184,common_random,1.0423790216445925,5.8545985940276815
confseq,ConfSeq,1816,357,common_random,1.2114479541778564,19.22355493025599
confseq,ConfSeq,1718,1687,common_random,0.3546863496303558,2.329970746385161
confseq,ConfSeq,1720,912,common_random,0.6371292471885681,4.964247627768321
confseq,ConfSeq,1584,379,common_random,1.084629774093628,22.539517063794516
confseq,ConfSeq,536,1788,common_random,1.3284416198730469,21.267899917977733
confseq,ConfSeq,943,527,common_random,1.027687907218933,8.353442100390103
confseq,ConfSeq,1061,1558,common_random,0.4393898248672485,2.457703545927204
confseq,ConfSeq,590,43,common_random,0.9663405418395996,11.553150710774418
confseq,ConfSeq,1179,1185,common_random,0.7248436212539673,1.645541183162079
confseq,ConfSeq,923,1630,common_random,0.5168176889419556,2.535287607683633
confseq,ConfSeq,1436,543,common_random,1.1918190717697144,18.48136629506691
confseq,ConfSeq,1417,278,common_random,0.8733325004577637,9.271211673321991
confseq,ConfSeq,1427,150,common_random,0.8632640838623047,3.738897773073404
confseq,ConfSeq,1852,237,common_random,1.37051522731781,27.44454712623823
confseq,ConfSeq,1301,1620,common_random,0.54841548204422,3.572738940481468
confseq,ConfSeq,916,1473,common_random,1.035561442375183,1.971612912883312
confseq,ConfSeq,829,1292,common_random,0.6892337203025818,1.777834685230257
confseq,ConfSeq,292,883,common_random,1.322363257408142,13.235207445500407
confseq,ConfSeq,525,1882,common_random,0.6722426414489746,3.7615823760130542
confseq,ConfSeq,635,571,common_random,0.6472153067588806,3.8690062273845167
confseq,ConfSeq,1217,1128,common_random,0.833434522151947,1.876002945117971
confseq,ConfSeq,1852,819,common_random,0.8552013039588928,3.883152793660599
confseq,ConfSeq,1752,1127,common_random,0.4166197478771209,1.4452868977511877
confseq,ConfSeq,1572,1603,common_random,0.6388912200927734,4.764428706484336
confseq,ConfSeq,525,19,common_random,0.7802785038948059,3.413498923228768
confseq,ConfSeq,1813,1469,common_random,0.7422918677330017,1.1837317731672554
confseq,ConfSeq,383,1471,common_random,0.9024856090545654,1.9802708341537223
confseq,ConfSeq,536,1651,common_random,1.116572022438049,24.889185194169485
confseq,ConfSeq,1562,1057,common_random,0.4521375894546509,2.007142470076112
confseq,ConfSeq,30,150,common_random,0.4956855475902557,4.750340253191715
confseq,ConfSeq,387,1297,common_random,0.8956030607223511,8.820361373074363
confseq,ConfSeq,422,1541,common_random,0.7884572148323059,10.283519601350068
confseq,ConfSeq,269,1239,common_random,1.484794020652771,22.169600970854432
confseq,ConfSeq,380,1776,common_random,0.98274165391922,2.4312276328559026
confseq,ConfSeq,1980,1882,common_random,0.8446325063705444,6.39545367084879
confseq,ConfSeq,894,1080,common_random,0.8254579305648804,2.9712166454752875
confseq,ConfSeq,1290,1317,common_random,0.6418123245239258,0.866735288245919
confseq,ConfSeq,1986,1211,common_random,1.3210608959197998,14.8362655565279
confseq,ConfSeq,877,1111,common_random,0.5732263922691345,2.679506391321094
confseq,ConfSeq,1165,1581,common_random,0.7494658827781677,6.619715890481251
confseq,ConfSeq,802,1103,common_random,0.9885651469230652,4.963892925176502
confseq,ConfSeq,1663,590,common_random,1.1929675340652466,5.821045740820808
confseq,ConfSeq,1174,1080,common_random,0.4858278930187225,4.03260827303325
confseq,ConfSeq,1030,1608,common_random,0.516365110874176,6.391208846975082
confseq,ConfSeq,1416,321,common_random,1.246041774749756,12.226213865180434
confseq,ConfSeq,1454,220,common_random,1.1423873901367188,6.811338520406546
confseq,ConfSeq,1631,1820,common_random,0.7770819067955017,2.33568928447156
confseq,ConfSeq,1164,1488,common_random,0.8473854064941406,6.830934428205703
confseq,ConfSeq,916,682,common_random,1.1745001077651978,18.42816685154067
confseq,ConfSeq,1306,819,common_random,0.7683215141296387,2.0628811521567108
confseq,ConfSeq,665,77,common_random,0.6906777024269104,4.263672869860413
confseq,ConfSeq,1326,1164,common_random,0.4671801030635834,4.764245806414214
confseq,ConfSeq,943,425,common_random,1.1415785551071167,15.712539517010006
confseq,ConfSeq,1719,891,common_random,0.7530169486999512,2.365076987890599
confseq,ConfSeq,215,1664,common_random,1.161702036857605,5.978532449363028
confseq,ConfSeq,1216,1032,common_random,0.3932600319385528,2.32955921151013
confseq,ConfSeq,521,1175,common_random,1.0672913789749146,17.06864968022172
confseq,ConfSeq,1485,954,common_random,0.8620815873146057,4.017578155177418
confseq,ConfSeq,1306,1081,common_random,0.5175610184669495,3.344661127374027
confseq,ConfSeq,1150,1931,common_random,0.8007200360298157,9.987710133536956
confseq,ConfSeq,1221,265,common_random,1.1441431045532229,5.848147505890321
confseq,ConfSeq,1043,1049,common_random,0.4562373459339142,2.789918398459858
confseq,ConfSeq,943,1214,common_random,0.6501719355583191,1.0830041808745012
confseq,ConfSeq,265,1502,common_random,1.0728107690811155,4.746612100271755
confseq,ConfSeq,1738,1146,common_random,0.5678406953811646,1.8110837312651544
confseq,ConfSeq,1152,1493,common_random,0.91837340593338,2.2963275958351583
confseq,ConfSeq,1481,1599,common_random,0.630108654499054,2.606423558068579
confseq,ConfSeq,1296,662,common_random,0.6944270730018616,9.379011814339256
confseq,ConfSeq,622,1146,common_random,1.0418285131454468,7.872584547757839
confseq,ConfSeq,1403,1298,common_random,0.486002653837204,1.9909905090185545
confseq,ConfSeq,1575,759,common_random,1.1950453519821167,24.682118713514992
confseq,ConfSeq,1698,1653,common_random,0.512768566608429,7.084437980081049
confseq,ConfSeq,1806,1980,common_random,1.1334775686264038,12.986363381398542
confseq,ConfSeq,1170,233,common_random,1.0372886657714844,4.253521042681595
confseq,ConfSeq,1823,1747,common_random,0.4275908470153808,2.0910483161869937
confseq,ConfSeq,1445,596,common_random,0.8805769681930542,6.287593587757398
confseq,ConfSeq,886,1621,common_random,0.4887849390506744,3.594783765893523
confseq,ConfSeq,1719,269,common_random,1.0527876615524292,20.227137598341127
confseq,ConfSeq,1741,1592,common_random,0.8569595813751221,5.904092363774215
confseq,ConfSeq,1841,1470,common_random,0.8837154507637024,2.421944123023074
confseq,ConfSeq,47,1040,common_random,1.0356227159500122,19.055765623333507
confseq,ConfSeq,585,607,common_random,0.7692254781723022,13.950595062446036
confseq,ConfSeq,633,882,common_random,1.2032936811447144,15.87141027093839
confseq,ConfSeq,344,2011,common_random,0.9980723261833192,15.168099169547077
confseq,ConfSeq,641,284,common_random,0.906368851661682,12.958273301425944
confseq,ConfSeq,641,1482,common_random,1.2970482110977173,19.133437574374863
confseq,ConfSeq,1254,491,common_random,0.984281361103058,17.477154544594082
confseq,ConfSeq,866,1130,common_random,0.4329544603824615,1.6590560364180875
confseq,ConfSeq,1137,1044,common_random,0.5035580396652222,2.804551146184631
confseq,ConfSeq,975,1330,common_random,0.6732081770896912,1.6660481494231705
confseq,ConfSeq,525,297,common_random,0.8544715642929077,8.62474159667726
confseq,ConfSeq,1797,1103,common_random,0.7606032490730286,1.3311756930349397
confseq,ConfSeq,607,1711,common_random,0.708527147769928,9.959790279633944
confseq,ConfSeq,960,1454,common_random,0.9690181016921996,1.2900703268076754
confseq,ConfSeq,2000,1579,common_random,0.9287996888160706,5.002899014870665
confseq,ConfSeq,448,54,common_random,0.6144159436225891,3.4238404989999816
confseq,ConfSeq,1641,508,common_random,1.0399802923202517,15.999259940099495
confseq,ConfSeq,1636,225,common_random,0.953569233417511,9.075411009749974
confseq,ConfSeq,1111,1469,common_random,0.666475236415863,1.5747400455366023
confseq,ConfSeq,200,1254,common_random,0.926538586616516,2.3063808161855537
confseq,ConfSeq,1195,1392,common_random,0.5814803242683411,3.1424663498994687
confseq,ConfSeq,1753,1776,common_random,0.713486909866333,4.895429022915589
confseq,ConfSeq,571,1542,common_random,0.8285629153251648,10.039366646379472
confseq,ConfSeq,1398,832,common_random,0.5301021933555603,7.079985023912434
confseq,ConfSeq,143,235,common_random,0.713087260723114,11.464285138369302
confseq,ConfSeq,1046,1061,common_random,0.4458557963371277,2.75447596623554
confseq,ConfSeq,441,556,common_random,0.853262722492218,13.260891481937795
confseq,ConfSeq,1491,1760,common_random,0.6742372512817383,2.276142741119665
confseq,ConfSeq,1612,1615,common_random,0.4071190357208252,2.3038280868632546
confseq,ConfSeq,1237,1719,common_random,0.8411924839019775,2.554929182954764
confseq,ConfSeq,480,229,common_random,1.066097378730774,2.858613130197737
confseq,ConfSeq,274,1035,common_random,0.9346060752868652,14.938554810686773
confseq,ConfSeq,1786,572,common_random,0.9621244072914124,10.503096546791262
confseq,ConfSeq,1061,1813,common_random,0.4435393214225769,1.373532520777704
confseq,ConfSeq,281,1676,common_random,0.8926858305931091,10.0750673326484
confseq,ConfSeq,1710,184,common_random,1.0166802406311035,21.54979377825445
confseq,ConfSeq,1156,449,common_random,1.432008981704712,24.848709853153192
confseq,ConfSeq,1130,936,common_random,0.9560344219207764,1.920116201604612
confseq,ConfSeq,679,309,common_random,0.9878211617469788,12.714335597279527
confseq,ConfSeq,2019,918,common_random,1.4957263469696045,18.30875387056067
confseq,ConfSeq,527,746,common_random,0.5156047940254211,14.53416034580001
confseq,ConfSeq,525,1450,common_random,0.9574683904647828,9.368200066432957
confseq,ConfSeq,433,1314,common_random,1.177579045295715,27.9315938826559
confseq,ConfSeq,1299,1752,common_random,0.6747313737869263,3.724234276578812
confseq,ConfSeq,433,1495,common_random,1.4452557563781738,28.75058423123308
confseq,ConfSeq,1146,1631,common_random,0.6566048860549927,1.154902889834685
confseq,ConfSeq,671,1395,common_random,1.181033492088318,18.523473587111923
confseq,ConfSeq,1840,1481,common_random,0.8622904419898987,1.2447798818842744
confseq,ConfSeq,3,1532,common_random,1.0097343921661377,32.5776355366373
confseq,ConfSeq,1725,1583,common_random,0.6066291332244873,1.9605400523266885
confseq,ConfSeq,1491,558,common_random,0.981268048286438,7.074207155306816
confseq,ConfSeq,1187,994,common_random,0.8397373557090759,2.2820344460624624
confseq,ConfSeq,47,131,common_random,0.5916450023651123,8.514073109353165
confseq,ConfSeq,1640,1203,common_random,0.6169863343238831,1.4479124331230304
confseq,ConfSeq,544,1060,common_random,0.7553708553314209,11.018937403394808
confseq,ConfSeq,968,1231,common_random,0.4499840140342712,1.83060006306022
confseq,ConfSeq,1583,1307,common_random,0.565676748752594,2.4185370264184445
confseq,ConfSeq,1460,1592,common_random,1.0270915031433103,6.630560588004624
confseq,ConfSeq,543,186,common_random,0.594212532043457,17.22541577718041
confseq,ConfSeq,863,1825,common_random,0.7850828766822815,2.5680251472446387
confseq,ConfSeq,1785,180,common_random,0.7737748026847839,9.851789243350243
confseq,ConfSeq,134,452,common_random,1.1031285524368286,25.012149516998715
confseq,ConfSeq,1303,1469,common_random,0.8179638385772705,1.7309628387358826
confseq,ConfSeq,1210,887,common_random,0.8520943522453308,1.6337188180848727
confseq,ConfSeq,1058,322,common_random,1.118685960769653,3.4052897269421987
confseq,ConfSeq,265,558,common_random,0.7021191716194153,1.8353534098993864
confseq,ConfSeq,1210,181,common_random,1.4319850206375122,29.39554859802026
confseq,ConfSeq,1046,1168,common_random,0.6955820918083191,1.7366070003779848
confseq,ConfSeq,1617,290,common_random,0.9156213998794556,8.177318888778077
confseq,ConfSeq,1476,1836,common_random,0.8231505155563354,1.9334473110077368
confseq,ConfSeq,430,153,common_random,0.5685895085334778,11.297284491046996
confseq,ConfSeq,1822,553,common_random,1.1001384258270264,17.74275438229842
confseq,ConfSeq,1718,1033,common_random,0.2833353877067566,1.669386664555162
confseq,ConfSeq,1152,1632,common_random,0.4238635897636413,2.179854726356304
confseq,ConfSeq,2000,170,common_random,0.968673288822174,3.3937174366562424
confseq,ConfSeq,430,72,common_random,0.9113713502883912,4.983127946785833
confseq,ConfSeq,1488,393,common_random,1.0899786949157717,12.246267294265156
confseq,ConfSeq,1209,1618,common_random,0.8362306952476501,4.385636787715819
confseq,ConfSeq,43,1676,common_random,1.0108590126037598,15.529928088564168
confseq,ConfSeq,36,1055,common_random,1.1924536228179932,27.14752211690889
confseq,ConfSeq,1612,1806,common_random,0.7921311855316162,2.6620574505021923
confseq,ConfSeq,1317,1502,common_random,0.7492468953132629,2.594953841210301
confseq,ConfSeq,150,1464,common_random,1.2219669818878174,7.679504500254247
confseq,ConfSeq,1497,1846,common_random,0.7016205191612244,0.8287195411535312
confseq,ConfSeq,1629,421,common_random,0.9129095673561096,4.914696717645675
confseq,ConfSeq,1039,530,common_random,1.2422677278518677,24.009656492215136
confseq,ConfSeq,1258,1392,common_random,0.5967115759849548,5.68429113068649
confseq,ConfSeq,479,1615,common_random,1.0696769952774048,19.4662785848586
confseq,ConfSeq,557,138,common_random,0.6500074863433838,17.402923311540498
confseq,ConfSeq,1348,684,common_random,1.0866268873214722,25.73859300329805
confseq,ConfSeq,1328,134,common_random,0.9404751062393188,11.454449451147388
confseq,ConfSeq,1160,364,common_random,0.5941152572631836,1.400824134320536
confseq,ConfSeq,422,1726,common_random,1.024253487586975,14.364839104737614
confseq,ConfSeq,917,542,common_random,1.2148802280426023,11.230404400893883
confseq,ConfSeq,177,1312,common_random,0.9711766242980956,5.255483291709891
confseq,ConfSeq,1469,1641,common_random,0.6847156882286072,1.1579892987592464
confseq,ConfSeq,1738,712,common_random,1.187422752380371,23.80849391793856
confseq,ConfSeq,1413,545,common_random,1.1643322706222534,29.115699308920437
confseq,ConfSeq,428,1309,common_random,1.0410969257354736,7.15861181760947
confseq,ConfSeq,307,1835,common_random,0.9981873631477356,14.158582174529416
confseq,ConfSeq,1616,1464,common_random,0.8952834010124207,4.800196839147267
confseq,ConfSeq,1740,248,common_random,1.0616083145141602,6.934232662135611
confseq,ConfSeq,134,1642,common_random,0.9871326684951782,12.58354658931158
confseq,ConfSeq,448,1478,common_random,1.087782382965088,13.324757559460323
confseq,ConfSeq,1384,1046,common_random,0.3952357470989227,1.4444454449330797
confseq,ConfSeq,903,1532,common_random,0.4916972517967224,4.849876190720793
confseq,ConfSeq,1903,1397,common_random,1.0710217952728271,5.361237915713459
confseq,ConfSeq,590,667,common_random,0.9764739274978638,2.865599718282439
confseq,ConfSeq,1407,452,common_random,1.3131498098373413,37.85156366190847
confseq,ConfSeq,1742,1741,common_random,0.2812745869159698,1.286606371826942
confseq,ConfSeq,490,469,common_random,0.97023344039917,12.31841379549934
confseq,ConfSeq,116,1198,common_random,1.3955379724502563,30.5347896812484
confseq,ConfSeq,1421,963,common_random,1.0779238939285278,8.994995890202846
confseq,ConfSeq,220,1448,common_random,0.910137951374054,4.7461693586214375
confseq,ConfSeq,895,400,common_random,0.9721425771713256,6.299867359092017
confseq,ConfSeq,1326,1810,common_random,0.7928379774093628,1.29015943688436
confseq,ConfSeq,950,393,common_random,1.1744647026062012,10.62421624874177
confseq,ConfSeq,233,1225,common_random,0.9138978123664856,10.433593161709716
confseq,ConfSeq,1341,1048,common_random,0.7124336361885071,2.269181691299889
confseq,ConfSeq,352,1108,common_random,1.0351595878601074,20.49741211459841
